Imagem;MSE Ruído Gaussiano;MSE Ruído Spekle;MSE Ruído Sal e Pimenta;
hz_1224099-PPT.jpg;0.03530522341730044;0.01666847730590398;0.02542376115293697;
hz_1233154-PPT.jpg;0.03678120485134924;0.02447805554992371;0.025835134586156768;
hz_1234055-PPT.jpg;0.03866766871328035;0.030300603893709747;0.02383262813205858;
hz_1234223-PPT.jpg;0.03508237634150627;0.029625093723342582;0.025867086877643216;
hz_1235128-PPT.jpg;0.036195235202881704;0.024761673554417166;0.0263491451699016;
hz_1235134-PPT.jpg;0.038094965587529436;0.03170583100925726;0.024507623222964126;
hz_1235167-PPT.jpg;0.03462436533762555;0.024403657660214816;0.026902316341671468;
hz_1236191-PPT.jpg;0.03195373253563834;0.02924203651953275;0.03040251195453672;
hz_1242061-PPT.jpg;0.03681298208621684;0.01922400521847066;0.025898525028309426;
hz_1327005-PPT.jpg;0.03064490858383795;0.023245596176200256;0.030602725101223086;
hz_1327006-PPT.jpg;0.024184103807730197;0.011808806305342298;0.03432177363611652;
hz_1327007-PPT.jpg;0.023615385449331387;0.009447866496284481;0.03427312901550786;
hz_1327010-PPT.jpg;0.028697439367520908;0.04112061649778631;0.030517338771446082;
hz_1432033-PPT.jpg;0.03867362345424537;0.0213565083422692;0.023398373437725276;
hz_1435039-PPT.jpg;0.03218654493238778;0.03010811670428741;0.02828401852277369;
hz_1435044-PPT.jpg;0.03159065783367575;0.025559418299527223;0.029103852550326197;
hz_1435166-PPT.jpg;0.02928423431642878;0.023837688347780897;0.032390422769712976;
hz_1472066-PPT.jpg;0.032124068022965926;0.03258909091267481;0.0285241035129968;
hz_1472071-PPT.jpg;0.02940891827587346;0.039378717958537576;0.029719994122227623;
hz_1472072-PPT.jpg;0.033199127795649507;0.032107677467049935;0.027486734650585112;
hz_1481158-PPT.jpg;0.02658865078372801;0.01450366591087262;0.03127660414751838;
hz_1599051-PPT.jpg;0.03700495583879998;0.025808926075983396;0.02530330272236039;
hz_1599057-PPT.jpg;0.038008698577470204;0.029469390481951054;0.02432413971639514;
hz_1599059-PPT.jpg;0.038259194508647516;0.021261751086195813;0.023877103072961724;
hz_1599060-PPT.jpg;0.037190080325175415;0.02149058575540357;0.02478296780760405;
hz_1599434-PPT.jpg;0.03870999416540513;0.023661032987988394;0.02351869083743332;
hz_1599436-PPT.jpg;0.0391714377808415;0.02349235959989848;0.023102079785268886;
hz_1599438-PPT.jpg;0.03913015820988322;0.027831969065008046;0.02330984547522287;
hz_1599744-PPT.jpg;0.023017153155111617;0.00598860386104503;0.03287811009437475;
hz_1599880-PPT.jpg;0.03574048527384299;0.019144916468425605;0.028223946881908404;
hz_1599958-PPT.jpg;0.033257066139300386;0.023032359849577085;0.026601780968783042;
hz_1599992-PPT.jpg;0.03376716493506103;0.03353742846613982;0.026142445307243606;
hz_1599995-PPT.jpg;0.032402508716223924;0.017030001606954056;0.02804359233640607;
hz_1599996-PPT.jpg;0.033405166620110054;0.019047267023575665;0.026402883562662197;
hz_1599997-PPT.jpg;0.03736948332297073;0.0270397559682574;0.024812287444657705;
hz_1600092-PPT.jpg;0.03062027792983768;0.02782760931042147;0.02988919080289132;
hz_1600093-PPT.jpg;0.030659759533217396;0.023700499338445553;0.030826150145451873;
hz_5360671-PPT.jpg;0.03567240326737313;0.018329052189962995;0.025165836579155255;
hz_5360672-PPT.jpg;0.031956337734810526;0.023238400081999715;0.02837288885472234;
hz_5361215-PPT.jpg;0.03527180919185229;0.03110072856405889;0.02595493338649798;
hz_5506206-PPT.jpg;0.03612096238713776;0.021770049333114064;0.026713973253976838;
hz_5506207-PPT.jpg;0.03608233236615725;0.021182047995362357;0.024601270300935937;
hz_5511469-PPT.jpg;0.03559495713975694;0.029776585046166138;0.025438685316344675;
hz_5520223-PPT.jpg;0.03448240310217224;0.02348963941715626;0.025847538028117192;
hz_imagem_64.jpg;0.034093425417808056;0.02956412544529147;0.026144467844774245;
hz_imagem_68.jpg;0.038465225119995915;0.027905585770421834;0.024474179195651907;
sf_1222015-PPT.jpg;0.030460244031742596;0.013759155742758194;0.02882928492609513;
sf_1235063-PPT.jpg;0.04004363790744545;0.028850548673436897;0.02333117070357555;
sf_1235064-PPT.jpg;0.03898650782789372;0.026838808100024633;0.02321234785561743;
sf_1235135-PPT.jpg;0.030885205707014723;0.026325297342818868;0.027859748391544117;
sf_1320022-PPT.jpg;0.03167987264701377;0.020202669101877884;0.027964620212553463;
sf_1327032-PPT.jpg;0.03776095638546473;0.03070356756941441;0.024446241942702323;
sf_1327071-PPT.jpg;0.030352369027612576;0.011050557712553465;0.02893654652807814;
sf_1327072-PPT.jpg;0.03752887988356342;0.02284515744582913;0.024649485727769965;
sf_1327073-PPT.jpg;0.029910359747452903;0.02368676607629878;0.02957147852726415;
sf_1435040-PPT.jpg;0.028108784266042505;0.027776725326121566;0.030512837047349577;
sf_1435163-PPT.jpg;0.03881778422248955;0.02091931405776925;0.023937740714583933;
sf_1481171-PPT.jpg;0.027771142521806513;0.01320522661806757;0.03091491370694264;
sf_1599072-PPT.jpg;0.0337985329222835;0.015715634039116567;0.02603028751712082;
sf_1599073-PPT.jpg;0.0358452789529568;0.025575702554306037;0.026370762550386267;
sf_1599417-PPT.jpg;0.033499522372329754;0.0335997021597012;0.027642719484393022;
sf_1599418-PPT.jpg;0.019021957262531235;0.005208508155291834;0.03797485023038015;
sf_1599419-PPT.jpg;0.03378917255570273;0.017163482748146747;0.026387631813410105;
sf_1599420-PPT.jpg;0.03795200393365833;0.026225165426158208;0.02464946484299909;
sf_1599888-PPT.jpg;0.03863013549476162;0.030203548139537677;0.02423707838106137;
sf_1599889-PPT.jpg;0.038072396424677406;0.03074614176150699;0.024246997473928292;
sf_1599890-PPT.jpg;0.037758196075803184;0.030441106307144482;0.025176537090977627;
sf_1599891-PPT.jpg;0.036264778673992575;0.03258555317328371;0.02535865041578059;
sf_1599892-PPT.jpg;0.0379565000259065;0.029925374255094193;0.024457333398662774;
sf_1599893-PPT.jpg;0.02726611708274762;0.012195344460739258;0.03112262167045127;
sf_1599894-PPT.jpg;0.021117840935202203;0.0048292421240478415;0.03474272215013456;
sf_1599998-PPT.jpg;0.03699222551497621;0.02913942119241998;0.025655300751964386;
sf_1599999-PPT.jpg;0.036758552384074036;0.029442715467007885;0.025644147580332684;
sf_1600000-PPT.jpg;0.033499225761651166;0.03151224678271278;0.027447615128120793;
sf_1600001-PPT.jpg;0.031811905229884536;0.01991405306665405;0.029085399799280928;
