Imagem;20;25;30;35;
hz_1224099-PPT.jpg;2919.9;2804.56;2701.8;2692.54;
hz_1233154-PPT.jpg;4092.54;3928.5;3979.63;3900.95;
hz_1234055-PPT.jpg;3854.32;3953.84;4162.88;3596.02;
hz_1234223-PPT.jpg;3416.03;3330.19;3249.56;3224.4;
hz_1235128-PPT.jpg;3086.53;3324.2;3290.29;3038.3;
hz_1235134-PPT.jpg;3577.31;3457.3;3356.08;3314.31;
hz_1235167-PPT.jpg;3355.92;3259.23;3314.61;3168.96;
hz_1236191-PPT.jpg;4846.9;4704.66;4448.58;4569.76;
hz_1242061-PPT.jpg;3286.69;3211.17;3138.97;3087.28;
hz_1327005-PPT.jpg;4188.3;4001.72;3940.69;4045.76;
hz_1327006-PPT.jpg;4958.02;5161.32;5141.26;5391.51;
hz_1327007-PPT.jpg;5415.98;6068.55;5387.31;6373.87;
hz_1327010-PPT.jpg;3922.95;3754.98;3654.02;3619.39;
hz_1432033-PPT.jpg;3041.1;2874.5;3065.65;2915.9;
hz_1435039-PPT.jpg;3849.28;3664.49;3435.7;3416.65;
hz_1435044-PPT.jpg;3639.95;3478.39;3630.59;3651.55;
hz_1435166-PPT.jpg;4386.39;4486.62;4027.07;4015.95;
hz_1472066-PPT.jpg;3055.33;2977.6;2885.56;2820.88;
hz_1472071-PPT.jpg;3328.06;3246.26;3126.57;3093.68;
hz_1472072-PPT.jpg;3591.54;3413.38;3220.03;3110.37;
hz_1481158-PPT.jpg;4030.29;3931.24;4174.63;4134.37;
hz_1599051-PPT.jpg;3419.15;3257.35;3131.78;3050.66;
hz_1599057-PPT.jpg;3172.3;3157.01;2995.58;2909.76;
hz_1599059-PPT.jpg;3336.42;2991.37;2833.28;2700.53;
hz_1599060-PPT.jpg;3493.06;3208.43;3013.99;2870.57;
hz_1599434-PPT.jpg;3258.07;3316.83;3093.33;3100.63;
hz_1599436-PPT.jpg;3573.19;3597.68;3319.74;3041.14;
hz_1599438-PPT.jpg;3251.78;3241.48;3037.46;2913.62;
hz_1599744-PPT.jpg;3845.72;4299.92;3847.53;3659.52;
hz_1599880-PPT.jpg;3777.79;3573.19;3433.04;3375.94;
hz_1599958-PPT.jpg;3757.38;3466.81;3272.74;3175.33;
hz_1599992-PPT.jpg;3321.86;3269.58;3222.2;3170.16;
hz_1599995-PPT.jpg;3954.23;4016.15;3805.41;3689.13;
hz_1599996-PPT.jpg;3623.57;3550.5;3403.77;3339.05;
hz_1599997-PPT.jpg;3690.84;3631.28;3280.16;3003.94;
hz_1600092-PPT.jpg;4089.96;3905.36;3750.28;3620.77;
hz_1600093-PPT.jpg;4308.54;4340.25;4060.94;3913.67;
hz_5360671-PPT.jpg;3084.67;3052.76;2909.92;2919.93;
hz_5360672-PPT.jpg;3807.96;3506.94;3369.3;3367.06;
hz_5361215-PPT.jpg;3630.64;3565.0;3360.63;3225.78;
hz_5506206-PPT.jpg;4135.78;4302.03;3599.18;3485.54;
hz_5506207-PPT.jpg;3494.28;3628.34;3188.75;3206.3;
hz_5511469-PPT.jpg;3480.4;3369.18;3274.08;3244.74;
hz_5520223-PPT.jpg;3489.6;3391.13;3404.09;3338.94;
hz_imagem_64.jpg;3314.94;3343.58;3320.66;3226.32;
hz_imagem_68.jpg;3013.23;3100.32;3078.54;2900.4;
sf_1222015-PPT.jpg;3592.8;3380.36;3344.97;3366.62;
sf_1235063-PPT.jpg;2861.68;2774.61;2698.16;2679.76;
sf_1235064-PPT.jpg;3119.04;3105.6;3161.14;3013.28;
sf_1235135-PPT.jpg;4583.28;4456.37;4303.29;4478.21;
sf_1320022-PPT.jpg;4061.64;4185.47;3922.32;3738.53;
sf_1327032-PPT.jpg;2640.53;2576.49;2492.04;2493.04;
sf_1327071-PPT.jpg;3954.23;3921.81;5012.0;5243.02;
sf_1327072-PPT.jpg;2821.16;2813.31;2824.8;2974.49;
sf_1327073-PPT.jpg;5604.59;5088.79;4651.09;4542.41;
sf_1435040-PPT.jpg;3147.14;3160.88;3211.38;3182.85;
sf_1435163-PPT.jpg;3454.71;3220.2;3062.37;3003.85;
sf_1481171-PPT.jpg;4204.42;4280.48;4763.58;4580.63;
sf_1599072-PPT.jpg;4862.4;4577.56;3893.66;3535.16;
sf_1599073-PPT.jpg;3880.88;3650.52;3590.51;3693.97;
sf_1599417-PPT.jpg;3841.49;3609.97;3741.61;3494.25;
sf_1599418-PPT.jpg;4405.93;4338.68;4269.62;4128.96;
sf_1599419-PPT.jpg;3781.06;3686.07;3476.39;3188.17;
sf_1599420-PPT.jpg;4316.19;3955.63;3985.13;3678.16;
sf_1599888-PPT.jpg;3279.95;3107.66;3003.44;2872.1;
sf_1599889-PPT.jpg;3056.66;2904.32;2780.66;2686.86;
sf_1599890-PPT.jpg;3149.23;3040.96;2925.93;2862.27;
sf_1599891-PPT.jpg;3358.99;3255.49;3112.19;3029.48;
sf_1599892-PPT.jpg;2898.12;2829.93;2717.32;2673.06;
sf_1599893-PPT.jpg;4005.98;3852.69;3782.84;3684.74;
sf_1599894-PPT.jpg;4052.68;4119.47;3772.46;3728.14;
sf_1599998-PPT.jpg;3246.62;3158.78;3006.11;2933.68;
sf_1599999-PPT.jpg;3232.72;3165.71;3023.65;2972.91;
sf_1600000-PPT.jpg;3328.02;3307.11;3234.05;3186.29;
sf_1600001-PPT.jpg;3991.53;4006.18;3815.84;3659.17;
sf_1600003-PPT.jpg;3200.68;3106.2;3027.86;2938.01;
sf_1600004-PPT.jpg;4238.23;4053.39;3735.63;3483.96;
sf_1600005-PPT.jpg;5513.16;5329.8;5303.87;4640.78;
sf_1600006-PPT.jpg;3516.33;3421.14;3296.9;3263.34;
sf_1600007-PPT.jpg;3770.48;3668.76;3546.73;3530.16;
sf_1600008-PPT.jpg;3433.84;3433.62;3373.5;3263.66;
sf_1600009-PPT.jpg;4064.56;3905.9;3723.32;3768.77;
sf_1600010-PPT.jpg;3777.44;3669.62;3640.49;3468.6;
sf_1600011-PPT.jpg;3068.04;2816.27;2614.43;2676.38;
sf_1600099-PPT.jpg;4541.92;4354.62;4186.25;4099.14;
sf_1600101-PPT.jpg;4021.67;3796.99;3704.29;3713.95;
sf_1600102-PPT.jpg;3144.83;3056.41;2910.02;2831.14;
sf_1600133-PPT.jpg;4178.91;4045.05;4185.29;4408.94;
sf_1600134-PPT.jpg;4336.49;4529.05;3888.27;4276.81;
sf_1600135-PPT.jpg;2925.49;2894.07;2813.16;2754.49;
sf_1673034-PPT.jpg;3131.94;3131.02;3214.33;3046.34;
sf_1673042-PPT.jpg;3454.84;3350.21;3117.56;3062.0;
sf_1858071-PPT.jpg;3488.72;3408.14;3283.38;3161.64;
sf_1858074-PPT.jpg;3366.91;3294.51;3269.37;3210.97;
sf_4387058-PPT.jpg;3921.04;3890.46;3876.87;3801.95;
sf_5110009-PPT.jpg;4278.73;4272.08;4157.41;4249.18;
sf_5360472-PPT.jpg;3669.84;3613.23;3413.54;3553.93;
sf_5361210-PPT.jpg;3595.33;3331.49;3094.48;3015.72;
sf_5367921-PPT.jpg;4327.63;3894.9;3608.24;3422.84;
sf_5367922-PPT.jpg;3288.26;3165.94;2903.69;2909.87;
sf_5367923-PPT.jpg;3368.1;3103.95;2915.7;2868.88;
sf_5367924-PPT.jpg;4313.61;4216.56;3479.16;3061.92;
sf_5383669-PPT.jpg;3827.52;3746.38;3669.05;3596.17;
sf_5383670-PPT.jpg;3955.06;3869.14;3611.23;3560.14;
sf_5438976-PPT.jpg;4064.0;3293.54;3439.31;3369.93;
sf_5438977-PPT.jpg;4079.14;3696.04;3057.6;3086.82;
sf_5438978-PPT.jpg;3765.38;2915.29;2974.16;3407.76;
sf_5507023-PPT.jpg;3241.73;3143.91;3063.71;3057.22;
