Imagem;SNR Ruído Gaussiano;SNR Ruído Spekle;SNR Ruído Sal e Pimenta;SNR Ruído Não Estacionário
sf_1599073-PPT.jpg;1.0194440019884186;2.131514974342132;2.3530685628112047;2.842668714093512
sf_1599417-PPT.jpg;1.7227900788599997;1.4465663262387065;2.6510035881050413;3.336229697951847
sf_1599418-PPT.jpg;0.8150314158025518;7.6332244864680785;1.2851263761608245;2.403448715872565
sf_1599419-PPT.jpg;0.9360844181760786;3.5810917036775307;2.0182508820186227;3.8469381858900853
sf_1599420-PPT.jpg;1.119249992002208;0.12523716005797914;0.7310737183077021;0.9705807490364009
sf_1599888-PPT.jpg;4.218544042043347;3.6515201035140263;2.224412085657772;2.4048621057854853
sf_1599889-PPT.jpg;4.143801611203361;3.6885577020248146;2.230998405328706;2.4634262564119505
sf_1599890-PPT.jpg;1.7719962544671917;1.264698142558923;0.06950409742038048;0.1520955581075337
sf_1599891-PPT.jpg;1.415210151867817;1.383935285872354;0.11434320107694068;0.09002497777999269
sf_1599892-PPT.jpg;2.0164965744093233;1.443196401978708;0.11153928607314902;0.028646507260798666
sf_1599893-PPT.jpg;2.9211408443036198;6.52641890095863;2.5936601849989014;4.177246046661328
sf_1599894-PPT.jpg;1.3231580261207077;5.845008992361695;2.9331350682272745;0.33201956742791033
sf_1599998-PPT.jpg;0.5107898664762577;0.09198603804392462;1.0531324857077748;1.5045185649909665
sf_1599999-PPT.jpg;0.49648777528348115;0.050168603135343395;1.0603297421641342;1.4736886923338266
sf_1600000-PPT.jpg;1.6593887521080468;1.5707614835337582;2.5376490113748167;2.834036969420116
sf_1600001-PPT.jpg;3.0733874576994182;4.9991388127557075;3.5734726459981436;4.91838428797526
sf_1600003-PPT.jpg;0.6230709535913982;0.6735062170716642;0.7121864404687259;0.7441604232972017
sf_1600004-PPT.jpg;2.994028386350437;4.671169616985843;3.5548154356323773;5.959728939705061
sf_1600005-PPT.jpg;4.952458375135197;5.722037544548185;4.8748827923461775;7.1932996638847975
sf_1600006-PPT.jpg;0.6593845599921099;0.6571334026348827;0.7293425925722403;0.7095603329649467
sf_1600007-PPT.jpg;2.1677373041780394;1.7127401526463124;2.8453225356738105;3.349226660270333
sf_1600008-PPT.jpg;1.2020511549224384;4.285019055807664;1.8310644101218725;3.4643592181614524
sf_1600009-PPT.jpg;1.481817381871502;2.889496470799251;2.735658976612196;3.436308716512336
sf_1600010-PPT.jpg;3.348326352539104;2.8826208570834972;3.658812473534257;4.923858614942933
sf_1600011-PPT.jpg;3.818473564002727;2.2248446701073727;1.533099445163958;1.470966274042485
sf_1600099-PPT.jpg;1.0253975038829546;0.06983726075369819;1.4542788422169157;1.6082171104844514
sf_1600101-PPT.jpg;0.19493296281723993;1.2135734302831578;0.29436862947720144;1.0646001913003516
sf_1600102-PPT.jpg;1.9615730510540141;0.9467847707163813;0.07735454134415527;0.06818931761027508
sf_1600133-PPT.jpg;2.4818058934447844;5.160556316094112;2.786274268496283;3.9211720399252057
sf_1600134-PPT.jpg;4.221446392648006;1.8873835540386252;1.9057531111352741;1.6349880486495683
sf_1600135-PPT.jpg;1.3189691252222477;0.3888659458014192;0.6170555163605058;0.7959017743846158
