Imagem;Q1;Q2;Q3;Q4;
hz_1224099-PPT.jpg;12415.65;4475.49;4216.13;4941.29
hz_1234055-PPT.jpg;20633.01;15581.72;18720.07;17993.3
hz_1234223-PPT.jpg;34043.48;22102.25;9711.62;12703.22
hz_1235128-PPT.jpg;17199.41;4613.56;12876.04;19089.73
hz_1235134-PPT.jpg;29428.09;27601.69;12648.45;12133.29
hz_1235167-PPT.jpg;6944.51;7488.93;30772.68;10451.15
hz_1236191-PPT.jpg;20069.76;24091.02;13711.92;11322.57
hz_1242061-PPT.jpg;7918.98;6090.1;6769.91;7500.62
hz_1327005-PPT.jpg;633.74;31278.81;12434.08;10133.63
hz_1327006-PPT.jpg;1394.43;3018.82;10470.77;9325.38
hz_1327007-PPT.jpg;509.81;2150.13;7731.91;6583.59
hz_1327010-PPT.jpg;37813.12;22345.59;27850.32;41252.61
hz_1432033-PPT.jpg;12060.26;10723.65;8218.29;4879.41
hz_1435039-PPT.jpg;33893.3;21266.78;10869.42;15019.99
hz_1435044-PPT.jpg;15728.12;10081.18;19044.57;20549.56
hz_1435166-PPT.jpg;11134.21;22944.15;11792.81;10792.39
hz_1472066-PPT.jpg;25482.56;22292.9;27283.44;19199.48
hz_1472071-PPT.jpg;37002.82;30699.83;27111.63;34688.8
hz_1472072-PPT.jpg;16813.32;24957.75;15557.38;29296.82
hz_1599057-PPT.jpg;24384.65;19119.23;14838.52;11872.97
hz_1599059-PPT.jpg;14093.11;8813.47;7309.1;6158.48
hz_1599060-PPT.jpg;11017.23;13125.17;7586.04;8441.27
hz_1599434-PPT.jpg;14912.87;13432.62;8789.65;7642.29
hz_1599436-PPT.jpg;12479.13;12345.16;6406.58;11049.45
hz_1599438-PPT.jpg;11232.73;16548.03;15188.32;13542.73
hz_1599880-PPT.jpg;4708.48;6516.14;8710.33;12614.24
hz_1599958-PPT.jpg;8698.35;20875.84;14008.54;7775.02
hz_1599992-PPT.jpg;20678.09;25497.58;15455.85;27015.32
hz_1599995-PPT.jpg;1809.45;7997.83;9150.17;9011.15
hz_1599996-PPT.jpg;19056.94;7667.71;7235.56;4448.25
hz_1599997-PPT.jpg;17467.54;11902.89;12023.27;16246.37
hz_1600092-PPT.jpg;15663.9;19499.99;20964.24;13018.35
hz_1600093-PPT.jpg;11538.25;12498.52;11741.78;17278.3
hz_5360671-PPT.jpg;15461.05;7229.46;4520.98;4149.64
hz_5360672-PPT.jpg;11418.86;11126.57;26309.73;7090.62
hz_5361215-PPT.jpg;22611.73;27988.32;22189.17;8986.8
hz_5506206-PPT.jpg;13815.98;3939.72;10120.25;12840.35
hz_5506207-PPT.jpg;9356.49;12789.55;4671.82;15543.9
hz_5511469-PPT.jpg;30798.94;18953.72;10279.44;14455.42
hz_5520223-PPT.jpg;30906.58;9223.83;4962.97;11949.13
hz_imagem_64.jpg;36217.27;25707.59;10296.41;10572.39
hz_imagem_68.jpg;14350.06;10884.7;19269.21;16473.39
sf_1235063-PPT.jpg;16616.08;18503.87;12069.86;12761.91
sf_1235064-PPT.jpg;18464.5;13015.96;11892.06;11295.15
sf_1235135-PPT.jpg;20962.65;14995.14;14984.5;20805.43
sf_1320022-PPT.jpg;8333.54;11357.42;9940.18;10139.4
sf_1327032-PPT.jpg;29153.01;18151.15;13698.94;16835.4
sf_1327071-PPT.jpg;3131.72;1390.84;4843.55;4342.86
sf_1327072-PPT.jpg;22305.38;12596.11;5877.06;5537.23
sf_1327073-PPT.jpg;12048.61;18402.59;14491.84;16102.85
sf_1435040-PPT.jpg;4836.41;3698.0;29622.22;38091.54
sf_1435163-PPT.jpg;10663.98;7247.99;6704.57;8264.2
sf_1481171-PPT.jpg;1586.9;2531.52;5930.03;10566.3
sf_1599072-PPT.jpg;2894.92;6181.77;8491.64;4774.47
sf_1599073-PPT.jpg;13633.51;6134.2;28837.66;9502.5
sf_1599417-PPT.jpg;19296.01;24959.35;32908.08;15228.68
sf_1599419-PPT.jpg;4484.7;12766.59;9065.53;6647.24
sf_1599420-PPT.jpg;14764.42;8867.38;23353.39;9200.03
sf_1599888-PPT.jpg;29477.57;18558.6;16344.87;13362.62
sf_1599889-PPT.jpg;29478.61;18558.79;16327.75;13369.02
sf_1599890-PPT.jpg;30165.48;18759.04;15428.31;12861.41
sf_1599891-PPT.jpg;31334.7;30715.87;13344.13;12966.99
sf_1599892-PPT.jpg;21797.44;21240.55;13191.39;16550.58
sf_1599893-PPT.jpg;17633.21;5381.81;2838.93;2271.53
sf_1599894-PPT.jpg;1141.28;1985.88;2107.54;2576.48
sf_1599998-PPT.jpg;16567.94;21868.46;21680.7;12559.09
sf_1599999-PPT.jpg;16568.37;21891.21;21697.37;12534.17
sf_1600000-PPT.jpg;34369.24;21637.54;14400.04;14594.98
sf_1600001-PPT.jpg;8759.19;3210.73;10112.63;17998.28
sf_1600003-PPT.jpg;28882.88;26311.42;10315.37;23060.02
sf_1600004-PPT.jpg;1277.11;4115.65;22285.29;20048.99
sf_1600005-PPT.jpg;2510.96;2172.14;31241.74;26167.8
sf_1600006-PPT.jpg;28882.65;26327.44;10301.53;23049.34
sf_1600007-PPT.jpg;23658.08;35393.12;24103.73;13106.03
sf_1600008-PPT.jpg;8066.25;8728.72;4891.63;4280.74
sf_1600009-PPT.jpg;20090.18;12883.27;9308.55;12017.34
sf_1600010-PPT.jpg;22028.86;13358.63;24449.81;31872.0
sf_1600011-PPT.jpg;17332.94;14870.19;10773.71;6252.87
sf_1600099-PPT.jpg;41458.24;29982.95;20419.89;21867.06
sf_1600101-PPT.jpg;34221.59;23895.5;25664.55;30524.5
sf_1600102-PPT.jpg;21758.35;14472.96;13232.65;10997.09
sf_1600133-PPT.jpg;10339.65;1659.33;9052.01;8030.07
sf_1600134-PPT.jpg;11453.59;8443.86;7582.2;8044.18
sf_1600135-PPT.jpg;18856.03;22291.96;12922.29;11144.8
sf_1673034-PPT.jpg;8803.97;15470.81;15502.03;7483.96
sf_1858071-PPT.jpg;7669.59;7161.58;15274.45;8930.91
sf_1858074-PPT.jpg;10977.11;7125.4;5576.17;24301.21
sf_4387058-PPT.jpg;20676.12;3763.76;5895.95;2631.73
sf_5110009-PPT.jpg;2556.91;4928.42;13103.21;14336.24
sf_5360472-PPT.jpg;8554.31;2021.54;8250.65;5210.34
sf_5361210-PPT.jpg;7451.95;10708.63;10368.83;6778.7
sf_5367921-PPT.jpg;16952.78;13482.8;9937.77;10250.67
sf_5367922-PPT.jpg;18910.59;14939.29;9993.41;10041.95
sf_5367923-PPT.jpg;20254.66;15932.2;13965.68;12229.22
sf_5367924-PPT.jpg;17211.84;11667.37;9909.41;9732.78
sf_5438976-PPT.jpg;11473.64;8750.79;12755.7;12689.59
sf_5438977-PPT.jpg;13127.6;14982.78;7808.3;8678.76
sf_5438978-PPT.jpg;12753.73;9788.04;6644.65;6876.62
sf_5507023-PPT.jpg;31264.29;24068.48;31888.76;33876.5
sf_5507028-PPT.jpg;7427.65;18663.64;11221.79;15593.49
